timestamp,ROI,Token Price,Trade Volume
1562348210000,1.0,2.0,0.00
1562358210000,1.0145181305430093,1.9381821264603554,900961.01
1562368210000,1.0041760920924938,2.0839031846241034,143868.67
1562378380000,1.0017270788005659,0.8048539561459626,64600.00
1562388440000,1.005419140114599,2.1451078427611994,369306.10
1562398460000,1.0005052939397956,2.860483124914847,14138.92
1562408590000,1.0,2.860483124914847,0.00
1562418600000,1.0,2.860483124914847,0.00
1562428600000,1.0,2.860483124914847,0.00
1562438600000,1.0,2.860483124914847,0.00
1562448600000,1.0,2.860483124914847,0.00
1562458620000,1.0,2.860483124914847,0.00
1562468620000,1.0,2.860483124914847,0.00
1562478620000,1.0,2.860483124914847,0.00
1562488780000,1.0,2.860483124914847,0.00
1562498820000,1.0,2.860483124914847,0.00
1562508820000,1.0,2.860483124914847,0.00
1562518820000,1.0,2.860483124914847,0.00
1562528820000,1.001273923024053,2.7158706434298647,33441.75
1562538820000,1.0,2.7158706434298647,0.00
1562549180000,1.0,2.7158706434298647,0.00
1562559510000,1.0,2.7158706434298647,0.00
1562569540000,1.0,2.7158706434298647,0.00
1562580180000,1.0,2.7158706434298647,0.00
1562590540000,1.0,2.7158706434298647,0.00
1562600540000,1.0,2.7158706434298647,0.00
1562611160000,1.0,2.7158706434298647,0.00
1562621170000,1.0,2.7158706434298647,0.00
1562631240000,1.0,2.7158706434298647,0.00
1562641750000,1.0,2.7158706434298647,0.00
1562651810000,1.0000037606215342,2.710453470536069,93.80
1562662150000,1.0,2.710453470536069,0.00
1562672540000,1.0,2.710453470536069,0.00
1562682550000,1.0,2.710453470536069,0.00
1562692560000,1.0,2.710453470536069,0.00
1562702560000,1.0023994848272961,2.3463792719181447,73013.12
1562712560000,1.0001520857977277,2.54783830757244,4090.75
1562722990000,1.0006687807508658,3.7162702534579033,16746.28
1562733240000,1.0,3.7162702534579033,0.00
1562743270000,1.0,3.7162702534579033,0.00
1562754000000,1.0,3.7162702534579033,0.00
1562764140000,1.0,3.7162702534579033,0.00
1562774140000,1.0012316214983168,5.640320865516112,25200.94
1562784150000,1.0,5.640320865516112,0.00
1562794160000,1.002211123969091,3.1798447613244725,60945.55
1562804280000,1.002729713242751,1.8181563549345332,110136.30
1562814800000,1.0003594077055937,1.4879971829354557,13000.00
1562824840000,1.0018788188366656,2.8395113485911003,59717.95
1562835270000,1.0,2.8395113485911003,0.00
1562845560000,1.0000530152743154,2.920891951359452,1388.99
1562855560000,1.0001286228954043,3.1293538313246856,3307.94
1562865570000,1.0000395364860255,3.0640439103888943,1000.00
1562875580000,1.0000634287494976,3.1698368209530075,1604.50
1562885580000,1.0001811405920398,3.4979599994322412,4505.78
1562895940000,1.0,3.4979599994322412,0.00
1562906160000,1.0,3.4979599994322412,0.00
1562916220000,1.0,3.4979599994322412,0.00
1562926680000,1.0,3.4979599994322412,0.00
1562936730000,1.0,3.4979599994322412,0.00
1562946740000,1.0021900297362714,2.6922591805718383,67560.00
1562956740000,1.0005481233734848,2.967980413744268,15095.31
1562966740000,1.0008060962187753,3.02086346455435,25613.21
1562976760000,1.0005719767562615,3.3165976755736364,20353.59
1562986830000,1.0,3.3165976755736364,0.00
1562996830000,1.0,3.3165976755736364,0.00
1563006920000,1.0,3.3165976755736364,0.00
1563016960000,1.0,3.3165976755736364,0.00
1563026960000,1.00008879959368,3.478578019921719,2944.45
1563036960000,1.0,3.478578019921719,0.00
1563046960000,1.0,3.478578019921719,0.00
1563056960000,1.0000610205137934,3.3673011891224762,2000.00
1563067010000,1.0,3.3673011891224762,0.00
1563077010000,1.0,3.3673011891224762,0.00
1563087010000,1.000000048613263,3.367214321941343,1.60
1563097060000,1.0006580930777154,3.323747907127243,23807.63
1563107070000,1.0,3.323747907127243,0.00
1563117070000,1.0,3.323747907127243,0.00
1563127070000,1.0,3.323747907127243,0.00
1563137070000,1.0,3.323747907127243,0.00
1563147070000,1.0,3.323747907127243,0.00
1563157250000,1.0,3.323747907127243,0.00
